Customer Name,facturas_total,descuento_medio,compras_total,compras_media,beneficio_total,costo_envio_medio,cluster_ward
Cari MacIntyre,77,0.1664935064935065,21606.226,280.60033766233767,2484.686,28.008571428571425,0
Cari Sayre,68,0.22705882352941176,22064.3646,324.47595,2915.3282,40.50823529411765,0
Carl Ludwig,60,0.13903333333333334,18183.15636,303.052606,-164.26294000000007,21.4405,0
Carlos Daly,70,0.1002857142857143,20117.9664,287.39952,5028.9094,38.33857142857143,0
Carol Adams,57,0.16421052631578947,23993.6624,420.9414456140351,3279.0813,37.28298245614035,0
Caroline Jumper,58,0.15189655172413793,19579.5646,337.5787,2417.592,34.52637931034483,0
Cathy Prescott,65,0.12323076923076923,19769.5819,304.1474138461539,1750.5737,34.702461538461534,0
Charles McCrossin,55,0.17167272727272728,20155.95942,366.47198945454545,746.68682,28.487636363636362,0
Charles Sheldon,62,0.1067741935483871,20046.1943,323.32571451612904,4328.5768,36.30403225806452,0
Christina Anderson,69,0.0743768115942029,21837.3069,316.48270869565215,3662.118,33.340434782608696,0
Christina DeMoss,82,0.11807317073170732,17984.58838,219.32424853658537,2591.7817800000003,21.099756097560977,0
Christine Phan,82,0.09760975609756097,25154.11928,306.75755219512195,1748.28138,29.67768292682927,0
Christopher Conant,73,0.12904109589041096,35187.0764,482.0147452054794,5603.3337,44.555068493150685,0
Christopher Martinez,56,0.18614285714285714,22463.58392,401.13542714285717,3010.03432,41.840178571428574,0
Chuck Sachs,70,0.10174285714285713,22755.44428,325.07777542857144,2943.10958,41.32671428571428,0
Cindy Chapman,74,0.12516216216216217,20869.68146,282.02272243243243,4034.85446,29.960405405405407,0
Claudia Bergmann,72,0.12086111111111111,18255.79284,253.55267833333332,2167.21744,18.085972222222225,0
Clay Ludtke,79,0.11141772151898734,19783.77188,250.42749215189875,1323.42898,27.357341772151898,0
Clytie Kelty,79,0.12825316455696203,17143.14618,217.00185037974683,2373.63598,23.846708860759495,0
Corey Catlett,61,0.11475409836065574,17605.028,288.6070163934426,3003.011,33.06098360655738,0
Corey Roper,77,0.1623896103896104,22351.10268,290.2740607792208,2345.12208,34.31103896103896,0
Craig Leslie,69,0.10855072463768116,19376.0248,280.8119536231884,2670.3287,26.30144927536232,0
Craig Reiter,77,0.27384415584415583,20847.53976,270.7472696103896,1435.43736,40.96285714285714,0
Cynthia Arntzen,61,0.16721311475409834,19836.361,325.1862459016394,3891.2644999999998,29.729344262295083,0
Damala Kotsonis,86,0.195,20963.6977,243.76392674418605,2917.8505,24.95813953488372,0
Dana Kaydos,70,0.11537142857142858,19632.75916,280.46798800000005,1363.56276,26.996142857142857,0
Daniel Raglin,85,0.15995294117647058,27929.86492,328.58664611764704,6103.97292,30.474823529411765,0
Dario Medina,76,0.15518421052631579,22299.98292,293.4208278947368,2306.92722,35.67118421052631,0
Darrin Martin,66,0.13454545454545455,17732.3218,268.67154242424243,1991.7519,38.887424242424245,0
Darrin Van Huff,94,0.2490851063829787,22746.33192,241.9822544680851,616.32492,25.313191489361703,0
Dave Brooks,70,0.1679142857142857,25547.16966,364.9595665714286,3652.3608600000002,48.17057142857143,0
Dave Kipp,64,0.1144375,19452.4072,303.9438625,4080.5637,36.9946875,0
Dave Poirier,62,0.15329032258064515,25900.748199999998,417.7540032258064,4600.1323,45.618870967741934,0
David Kendrick,58,0.12637931034482758,17561.585,302.78594827586204,2179.1377,26.602241379310346,0
David Philippe,68,0.18738235294117647,23729.23412,348.95932529411766,834.53052,28.616764705882353,0
Dean percer,81,0.08520987654320988,22834.91032,281.91247308641977,3959.16412,23.481604938271605,0
Delfina Latchford,76,0.11578947368421054,20252.4705,266.479875,2798.5357,24.475657894736845,0
Denise Leinenbach,75,0.096,17940.981,239.21308,2747.4922,29.381733333333333,0
Denise Monton,59,0.19627118644067798,22053.3105,373.78492372881357,-2597.8029,32.70016949152542,0
Dennis Kane,76,0.07631578947368423,20105.314,264.5436052631579,2965.5079,27.874078947368417,0
Denny Joy,63,0.1263809523809524,22562.07114,358.1281133333333,3255.39614,38.78460317460317,0
Denny Ordway,83,0.11578313253012047,18796.6155,226.46524698795182,4137.6354,19.093493975903613,0
Dianna Vittorini,63,0.05323809523809524,16948.69688,269.0269346031746,3342.72258,29.606666666666666,0
Dianna Wilson,88,0.09577272727272729,23454.9616,266.5336545454545,5029.0892,32.55568181818182,0
Don Jones,78,0.07330769230769231,21396.977899999998,274.32022948717946,4310.462,29.92653846153846,0
Edward Hooks,84,0.18095238095238095,21270.298,253.21783333333332,671.1933999999999,20.73547619047619,0
Ellis Ballard,57,0.09112280701754386,21985.89694,385.71749017543857,5848.74774,51.74263157894737,0
Elpida Rittenbach,53,0.11320754716981132,17132.296,323.2508679245283,2585.7182,30.02867924528302,0
Emily Ducich,76,0.16065789473684208,18544.353,244.0046447368421,2572.4465,28.122763157894735,0
Emily Grady,63,0.14644444444444443,23112.30168,366.86193142857144,2604.23728,35.15777777777778,0
Eric Murdock,100,0.15344,28084.40348,280.84403480000003,3306.01548,31.2788,0
Erin Smith,74,0.14354054054054055,18161.5498,245.42634864864866,2175.2919,25.495405405405407,0
Eugene Hildebrand,86,0.17513953488372092,22420.533620000002,260.7038793023256,1660.33082,30.71011627906977,0
Eugene Moren,94,0.16463829787234044,23408.08226,249.02215170212764,3624.25176,25.111489361702127,0
Evan Minnotte,66,0.09412121212121212,19673.67566,298.08599484848486,3647.45576,43.196363636363635,0
Frank Olsen,85,0.13341176470588234,17772.661500000002,209.09013529411766,3023.7504,24.40270588235294,0
Fred Hopkins,82,0.1413658536585366,30400.67452,370.7399331707317,4609.29112,43.135365853658534,0
Fred Wasserman,72,0.15597222222222223,18193.5591,252.6883208333333,1683.7904,23.639722222222222,0
Gary Hwang,102,0.13823529411764707,24625.593,241.42738235294118,3908.1151000000004,24.098235294117647,0
Gary Zandusky,78,0.11794871794871795,24705.325,316.7349358974359,3742.4389,27.312820512820515,0
Giulietta Dortch,56,0.17164285714285715,18705.6926,334.030225,1888.1499,26.759464285714284,0
Giulietta Weimer,57,0.14912280701754385,18070.2805,317.0224649122807,1199.0592,33.70298245614035,0
Grace Kelly,65,0.17307692307692307,19980.3709,307.3903215384616,3495.2934,30.344153846153848,0
Grant Thornton,48,0.18508333333333335,20225.35784,421.3616216666667,-3577.92306,35.5125,0
Greg Tran,87,0.14144827586206898,35550.95428,408.6316583908046,5214.13118,34.40563218390805,0
Harold Dahlen,81,0.19098765432098766,20074.748199999998,247.83639753086416,2631.1922,25.273333333333333,0
Harry Greene,101,0.11912871287128712,24216.45252,239.76685663366337,-291.49227999999994,21.546336633663365,0
Harry Marie,85,0.1591764705882353,28476.9376,335.02279529411766,6958.2864,28.473294117647058,0
Helen Wasserman,66,0.09272727272727273,18374.026,278.39433333333335,2555.1131,35.428636363636365,0
Henry MacAllister,64,0.105625,17128.0896,267.6264,2673.3391,28.3509375,0
Hunter Lopez,53,0.11777358490566038,30243.56658,570.6333316981132,7816.567779999999,37.255094339622644,0
Irene Maddox,82,0.15651219512195122,19918.16712,242.9044770731707,-680.3041800000001,24.342195121951217,0
Jack Lebron,83,0.158,18673.89914,224.98673662650603,1040.1775400000001,19.67746987951807,0
James Galang,83,0.1391566265060241,21551.526,259.65693975903616,4549.1004,26.896506024096382,0
Jamie Frazer,74,0.15472972972972973,20574.8755,278.03885810810806,1722.6054,25.07216216216216,0
Jane Waco,75,0.11493333333333332,30288.4503,403.846004,6265.8457,44.03546666666667,0
Janet Lee,69,0.0771304347826087,20477.10164,296.76958898550726,4730.68904,26.40840579710145,0
Janet Martin,67,0.16077611940298508,18018.66282,268.93526597014926,1664.65432,27.877014925373135,0
Jason Fortune-,73,0.13827397260273971,22816.1923,312.55057945205476,2692.5273,35.78739726027397,0
Jason Klamczynski,62,0.10619354838709678,17204.23132,277.48760193548384,2022.38702,51.77483870967742,0
Jasper Cacioppo,73,0.2126027397260274,18442.3896,252.6354739726027,337.7910000000001,24.18931506849315,0
Jennifer Ferguson,66,0.08821212121212121,22944.48588,347.64372545454546,2666.84548,30.439242424242423,0
Jeremy Pistek,74,0.11435135135135135,18656.57396,252.11586432432435,3170.16016,22.138918918918918,0
Jill Fjeld,78,0.12823076923076923,23620.84866,302.83139307692306,4877.68546,27.941410256410254,0
Jim Karlsson,69,0.09927536231884057,17119.1711,248.10392898550725,3976.3416,28.450144927536233,0
Jim Mitchum,84,0.12683333333333333,19897.39706,236.87377452380952,1798.53406,32.31285714285715,0
Joe Elijah,82,0.1875609756097561,22455.5689,273.8484012195122,3620.8885,23.638902439024392,0
Joe Kamberova,91,0.12846153846153846,26688.762000000002,293.2830989010989,4373.5003,28.01901098901099,0
Joel Eaton,87,0.13751724137931035,21904.62896,251.77734436781608,1528.7806600000001,28.023793103448273,0
Joel Jenkins,83,0.13074698795180723,19993.76708,240.88876000000002,1848.98628,19.780722891566263,0
John Grady,95,0.1196842105263158,22223.766200000002,233.9343810526316,3280.7801,23.801368421052633,0
John Huston,83,0.11349397590361446,25945.731499999998,312.59917469879514,5395.8237,43.72542168674699,0
John Lee,72,0.1173611111111111,25982.318,360.86552777777774,2393.002,42.79263888888889,0
John Murray,79,0.12405063291139241,22386.214500000002,283.36980379746836,2318.1149,35.855316455696205,0
Jonathan Doherty,86,0.09630232558139534,19481.75822,226.5320723255814,1726.79102,28.27895348837209,0
Joseph Airdo,76,0.17421052631578948,18162.6977,238.98286447368423,842.33,20.61513157894737,0
Joseph Holt,85,0.12896470588235293,20936.8844,246.31628705882352,386.67819999999995,29.606117647058824,0
Joy Bell-,84,0.13585714285714284,24008.18712,285.8117514285714,2867.92322,39.83642857142858,0
Joy Smith,70,0.22174285714285716,20791.85098,297.02644257142856,-103.00052,31.613571428571426,0
Julia West,61,0.1137704918032787,20599.983,337.7046393442623,2950.0157,25.54786885245902,0
Juliana Krohn,83,0.1567710843373494,23134.25284,278.7259378313253,1798.24734,28.35542168674699,0
Justin Deggeller,71,0.05932394366197183,23611.61948,332.5580208450704,2625.31888,37.75859154929578,0
Justin Hirsh,81,0.10938271604938271,23918.9014,295.29507901234564,3994.6643999999997,32.75308641975309,0
Karen Daniels,64,0.133125,24017.3275,375.2707421875,2890.6947000000005,40.1596875,0
Karen Ferguson,62,0.12048387096774194,18265.0205,294.59710483870964,2385.1931,37.68725806451613,0
Karl Braun,93,0.18098924731182797,17500.47728,188.17717505376342,1785.86258,22.306559139784948,0
Katharine Harms,74,0.11381081081081082,18416.8525,248.87638513513514,3611.0256,24.701351351351352,0
Katherine Murray,81,0.14755555555555555,18519.15964,228.6316004938272,1451.08384,33.03888888888889,0
Katherine Nockton,59,0.14223728813559322,19668.86634,333.3706159322034,4145.19254,28.66898305084746,0
Kean Nguyen,66,0.17712121212121212,18061.9801,273.66636515151515,2257.2164,27.67818181818182,0
Keith Dawkins,78,0.08602564102564103,26451.2631,339.11875769230767,5486.1725,34.05717948717949,0
Kelly Andreada,86,0.09095348837209302,18879.78412,219.5323734883721,1401.39752,20.09813953488372,0
Kelly Collister,55,0.14934545454545456,19403.023259999998,352.78224109090905,2358.10316,29.818727272727273,0
Ken Lonsdale,82,0.20353658536585367,24129.4045,294.2610304878049,154.90050000000008,19.55707317073171,0
Kristen Hastings,88,0.15022727272727274,19854.4741,225.61902386363636,2370.5742,23.07431818181818,0
Kunst Miller,69,0.1391304347826087,16969.674,245.93730434782609,2759.1905,32.80768115942029,0
Larry Tron,56,0.057178571428571426,18619.11294,332.48415964285715,4213.65294,33.28232142857143,0
Laura Armstrong,86,0.09604651162790698,27862.4419,323.98188255813955,3962.3098,36.633720930232556,0
Laurel Beltran,88,0.18765909090909091,26385.98522,299.84074113636365,4303.23822,30.16977272727273,0
Lena Creighton,69,0.15521739130434783,18886.9004,273.7231942028985,1172.5113000000003,42.44188405797101,0
Lena Radford,65,0.17464615384615384,22902.74156,352.34987015384615,3371.71596,30.249076923076924,0
Lisa Ryan,78,0.10992307692307692,18796.9522,240.98656666666668,2449.1383,22.93769230769231,0
Liz Carlisle,58,0.14300000000000002,20127.52582,347.0263072413793,2847.60982,32.685344827586206,0
Liz Thompson,74,0.14070270270270271,21221.76716,286.7806372972973,3146.42816,27.650270270270273,0
Magdelene Morse,66,0.07427272727272727,21224.07612,321.57691090909094,4380.72512,44.31272727272727,0
Maria Bertelson,60,0.1257,21603.93432,360.06557200000003,4622.34732,31.878,0
Maria Etezadi,84,0.13095238095238096,26247.217,312.46686904761907,3418.5584999999996,33.81238095238095,0
Maria Zettner,53,0.11396226415094339,17958.1603,338.83321320754715,2254.5034,45.09132075471698,0
Maribeth Dona,70,0.16622857142857142,17829.52532,254.7075045714286,1230.6333200000001,22.917714285714286,0
Maribeth Schnelling,79,0.10911392405063293,21682.5467,274.4626164556962,3529.3421999999996,24.904303797468355,0
Maribeth Yedwab,56,0.2127142857142857,16469.7212,294.1021642857143,3559.5073,30.1125,0
Mathew Reese,76,0.04592105263157895,21571.9523,283.841477631579,3711.2306,32.212763157894734,0
Matt Collins,75,0.16794666666666666,17900.84106,238.6778808,1749.34736,26.8644,0
Matthew Clasen,80,0.0685,21808.7967,272.60995875,3643.2891999999997,27.6635,0
Maureen Gastineau,83,0.25144578313253013,20360.1221,245.30267590361447,741.1927000000001,33.13349397590361,0
Maureen Gnade,74,0.19418918918918918,18326.2228,247.65165945945947,845.6976000000001,24.561486486486487,0
Maxwell Schwartz,73,0.1244109589041096,17921.49504,245.49993205479456,2851.78544,21.065616438356162,0
Meg O'Connel,58,0.10379310344827586,18003.3888,310.4032551724138,3104.0855,30.029655172413793,0
Michael Dominguez,59,0.11884745762711865,22429.16074,380.155266779661,3772.40044,39.36966101694915,0
Michael Moore,78,0.11474358974358975,21733.684,278.6369743589744,2058.909,31.618589743589745,0
Michael Paige,94,0.18648936170212768,17795.5907,189.31479468085107,1632.695,19.636489361702125,0
Michael Stewart,77,0.1677922077922078,17865.2162,232.0157948051948,1247.3462000000002,22.34987012987013,0
Mike Gockenbach,51,0.19941176470588234,23377.0722,458.3739647058823,6458.6762,32.97666666666667,0
Mike Pelletier,82,0.15036585365853658,24214.4268,295.2978878048781,532.5997000000001,35.770487804878044,0
Mike Vittorini,62,0.1298709677419355,19572.0756,315.67863870967744,1360.0398,30.055806451612902,0
Mitch Gastineau,68,0.11988235294117645,18011.8396,264.8799941176471,1822.4353,33.20867647058824,0
Mitch Webber,74,0.16783783783783784,23068.5783,311.7375445945946,4086.5403,36.6972972972973,0
Mitch Willingham,66,0.17227272727272727,19003.8329,287.93686212121213,145.51290000000014,32.18545454545455,0
Monica Federle,86,0.10072093023255815,21942.8496,255.1494139534884,2573.3404,26.583372093023257,0
Muhammed Yedwab,108,0.15483333333333335,29642.66118,274.469085,2642.6540800000002,28.14111111111111,0
Natalie Fritzler,95,0.1794736842105263,31781.2585,334.53956315789475,1542.8211,43.44810526315789,0
Natalie Webber,79,0.18612658227848103,22373.56906,283.20973493670886,3821.53806,22.45481012658228,0
Nathan Gelder,65,0.08729230769230768,22720.24354,349.5422083076923,4211.22484,36.478153846153845,0
Nathan Mautz,75,0.062000000000000006,24276.9559,323.69274533333333,5789.1168,38.43253333333333,0
Nick Zandusky,66,0.097,20270.28212,307.1254866666667,2091.27572,39.75863636363636,0
Nicole Hansen,72,0.12861111111111112,21303.4483,295.8812263888889,4075.4649,30.193749999999998,0
Noah Childs,59,0.08901694915254237,17343.83758,293.9633488135593,2262.91458,40.992881355932205,0
Odella Nelson,74,0.13502702702702704,19271.70624,260.4284627027027,2783.30724,28.218108108108105,0
Olvera Toch,73,0.14334246575342466,19758.81566,270.6687076712329,1831.00136,26.456575342465754,0
Pamela Stobb,66,0.18212121212121213,17632.7514,267.16290000000004,1293.1114,26.67439393939394,0
Patrick O'Brill,102,0.14137254901960783,26707.4562,261.83780588235294,3778.3637,29.276960784313726,0
Patrick O'Donnell,78,0.12184615384615384,24024.2098,308.00268974358977,4618.1191,34.757051282051286,0
Paul Prost,79,0.12822784810126583,22243.2456,281.56007088607595,2687.733,29.269620253164558,0
Paul Stevenson,68,0.1051764705882353,19618.35282,288.5051885294118,1834.19372,39.2425,0
Paul Van Hugh,65,0.11,18931.297,291.25072307692307,4055.5694,37.089230769230774,0
Penelope Sewall,82,0.09890243902439023,30081.6754,366.8497,4338.8111,39.74024390243902,0
Pete Kriz,73,0.1776986301369863,18661.6945,255.63965068493152,1664.5781,28.05643835616438,0
Peter Fuller,87,0.1373793103448276,29875.999659999998,343.4022949425287,1063.29136,27.698735632183908,0
Philip Fox,67,0.11701492537313432,18026.4847,269.05201044776123,1908.8786,28.753731343283583,0
Philisse Overcash,73,0.13293150684931507,17984.2395,246.35944520547946,2175.7896,22.79808219178082,0
Phillina Ober,69,0.22857971014492753,19099.36688,276.80241855072467,-1026.1020199999998,31.999275362318837,0
Phillip Breyer,84,0.2342142857142857,24269.859,288.9268928571429,1403.958,44.91309523809524,0
Quincy Jones,53,0.17679245283018868,18579.9741,350.56554905660374,2243.1929,29.2111320754717,0
Ralph Arnett,88,0.16363636363636364,23043.113,261.85355681818186,2613.0752,27.702386363636364,0
Randy Bradley,83,0.08679518072289158,22898.02462,275.8798146987952,4151.35242,30.218915662650602,0
Raymond Buch,71,0.0847887323943662,29602.1426,416.931585915493,8453.049500000001,29.355492957746474,0
Raymond Messe,62,0.09006451612903227,18317.12712,295.4375341935484,1855.40302,36.51822580645162,0
Resi Pölking,91,0.1587912087912088,22050.8875,242.31744505494507,1068.3838,24.188351648351645,0
Rick Bensley,79,0.07597468354430381,20853.6794,263.9706253164557,4066.46,29.052025316455698,0
Rick Duston,66,0.04775757575757576,17548.9209,265.89274090909095,3587.4449,24.03060606060606,0
Rick Wilson,68,0.14705882352941177,25122.1225,369.4429779411765,5177.4288,43.929117647058824,0
Ritsa Hightower,60,0.16566666666666666,17697.78,294.96299999999997,2002.8037,30.281833333333335,0
Rob Dowd,90,0.06644444444444444,21483.5079,238.70564333333334,3919.9697,24.424888888888887,0
Rob Lucas,65,0.15926153846153845,17287.05048,265.9546227692308,2703.98888,32.79692307692307,0
Robert Dilbeck,56,0.13589285714285712,16339.7531,291.78130535714286,3965.8731,30.81035714285714,0
Rose O'Brian,79,0.1339240506329114,21913.5415,277.3866012658228,868.8819,32.436962025316454,0
Ross Baird,77,0.11654545454545455,19312.16934,250.80739402597402,2350.53014,27.017012987012986,0
Ruben Dartt,86,0.07209302325581396,18322.969,213.05777906976746,3330.6742,23.168720930232556,0
Russell Applegate,76,0.15910526315789475,21395.85342,281.52438710526314,2164.19772,27.608684210526313,0
Sally Hughsby,77,0.1534025974025974,18951.65694,246.12541480519482,1795.36144,27.40038961038961,0
Sample Company A,90,0.1795111111111111,19125.07302,212.50081133333333,18.42532000000012,21.362222222222222,0
Sanjit Chand,69,0.1498550724637681,26521.132,384.364231884058,8205.3799,32.14260869565218,0
Sanjit Engle,82,0.06224390243902439,30146.335020000002,367.63823195121955,6015.78392,23.737439024390245,0
Saphhira Shifley,84,0.13745238095238094,23630.23104,281.3122742857143,-612.3282600000002,22.622261904761906,0
Sarah Brown,71,0.14149295774647885,22302.89772,314.12532,1668.65412,34.09422535211268,0
Scot Coram,64,0.1125,22127.775,345.746484375,3071.368,29.09625,0
Sean Braxton,53,0.2309433962264151,20513.9368,387.05541132075473,-1896.9793,39.778679245283016,0
Sean Christensen,76,0.2330263157894737,20903.902000000002,275.0513421052632,462.27869999999996,24.072763157894737,0
Sean Miller,50,0.19024000000000002,35170.93296,703.4186592,-409.70634,32.2278,0
Seth Vernon,85,0.15696470588235295,23632.91948,278.0343468235294,2222.7536800000003,23.520823529411764,0
Shahid Collister,85,0.1495764705882353,17678.88424,207.9868734117647,1692.37974,21.07670588235294,0
Shahid Shariari,67,0.1177910447761194,18107.94198,270.26779074626864,131.51118000000005,30.13179104477612,0
Shirley Daniels,85,0.16905882352941176,17959.4079,211.28715176470587,3647.2210999999998,21.805176470588236,0
Stefania Perrino,78,0.16717948717948716,19413.2387,248.88767564102565,17.041500000000006,23.338846153846156,0
Steve Carroll,71,0.10861971830985916,19821.84528,279.1809194366197,1708.79308,26.521549295774648,0
Steve Chapman,74,0.2124864864864865,23399.9425,316.2154391891892,2165.6836,40.799189189189185,0
Steven Roelle,65,0.0784923076923077,19374.3,298.06615384615384,4387.3584,28.961846153846153,0
Steven Ward,106,0.09754716981132075,25668.486,242.1555283018868,2794.7316,22.295094339622644,0
Stewart Visinsky,75,0.13653333333333334,17232.3651,229.76486799999998,2182.7873,28.461599999999997,0
Stuart Van,62,0.13296774193548386,22304.41318,359.74859967741935,978.6733800000002,43.55935483870967,0
Susan Pistek,68,0.13826470588235296,29020.60386,426.7735861764706,6484.40726,36.49058823529412,0
Tamara Chand,88,0.18468181818181817,37457.333,425.65151136363636,8672.8989,28.72670454545454,0
Ted Trevino,64,0.12515625,17245.3939,269.4592796875,2320.3586,30.138125,0
Theone Pippenger,88,0.16425,23959.02628,272.2616622727273,2073.88638,33.301818181818184,0
Theresa Coyne,84,0.13742857142857143,22219.86906,264.52225071428575,3359.81226,32.88595238095238,0
Thomas Boland,69,0.11478260869565217,17423.9244,252.52064347826087,2286.4019,38.06072463768116,0
Tim Brockman,89,0.17337078651685392,19100.9267,214.61715393258427,3065.7062,21.759101123595507,0
Toby Carlisle,67,0.11686567164179104,20122.8061,300.34038955223883,1497.4768,46.6410447761194,0
Toby Swindell,76,0.14823684210526317,18628.34548,245.1098089473684,2602.96458,34.53197368421053,0
Todd Sumrall,75,0.10605333333333333,27775.262,370.33682666666664,5093.9654,32.90173333333333,0
Tom Ashbrook,80,0.090125,40488.0708,506.100885,6311.9791,35.120375,0
Tom Boeckenhauer,93,0.15376344086021507,24479.310999999998,263.21839784946235,4196.3499,24.47451612903226,0
Tonja Turnell,84,0.14554761904761904,20081.79746,239.0690173809524,2230.7893599999998,23.66,0
Tony Sayre,66,0.21427272727272725,19737.3623,299.05094393939396,2149.3462,30.50060606060606,0
Tracy Blumstein,91,0.1951868131868132,20708.28272,227.56354637362637,257.3616199999999,26.158351648351648,0
Troy Staebel,83,0.1374698795180723,22577.09,272.01313253012046,1719.5679,26.02421686746988,0
Trudy Glocke,75,0.14362666666666668,18880.3103,251.73747066666667,3096.2398,34.51466666666666,0
Valerie Takahito,72,0.18569444444444444,19370.7481,269.03816805555556,1090.7832,24.129305555555554,0
Victoria Pisteka,60,0.12266666666666667,18551.2255,309.1870916666667,2390.8627,23.976166666666664,0
Vivek Grady,61,0.08613114754098361,23763.59116,389.5670681967213,4046.90616,46.921639344262296,0
William Brown,84,0.14695238095238095,16887.1932,201.0380142857143,2547.9023,23.35702380952381,0
Yana Sorensen,62,0.07096774193548387,20032.438,323.1038387096774,3450.4063,27.825000000000003,0
Yoseph Carroll,56,0.06999999999999999,20164.3776,360.0781714285714,4347.1766,41.81053571428571,0
Zuschuss Carroll,85,0.22131764705882354,28479.99226,335.0587324705882,436.9362599999999,36.22141176470588,0
